Release.Date,Season,Episode,Episode.Title,Name,Sentence,lemma,tokens
2019-05-12,Season 8,Episode 5,The Bells,jon snow,just crossed the trident. they will be at the walls of king's landing in two days. how is she?,crossed trident wall king's landing two day,"['crossed', 'trident', 'wall', ""king's"", 'landing', 'two', 'day']"
2019-05-12,Season 8,Episode 5,The Bells,varys,"she has not seen anyone since we returned. has not left her chambers, has not accepted any food.",seen anyone since returned left chamber accepted food,"['seen', 'anyone', 'since', 'returned', 'left', 'chamber', 'accepted', 'food']"
2019-05-12,Season 8,Episode 5,The Bells,jon snow,she should not be alone.,alone,['alone']
2019-05-12,Season 8,Episode 5,The Bells,varys,you are worried for her. i admire your empathy.,worried admire empathy,"['worried', 'admire', 'empathy']"
2019-05-12,Season 8,Episode 5,The Bells,jon snow,are not you worried for her?,worried,['worried']
2019-05-12,Season 8,Episode 5,The Bells,varys,"i am worried for all of us. they say every time a targaryen is born, the gods toss a coin and the world holds  breath.",worried u say every time targaryen born god toss coin world hold breath,"['worried', 'u', 'say', 'every', 'time', 'targaryen', 'born', 'god', 'toss', 'coin', 'world', 'hold', 'breath']"
2019-05-12,Season 8,Episode 5,The Bells,jon snow,we are not much for riddles where i am from.,much riddle,"['much', 'riddle']"
2019-05-12,Season 8,Episode 5,The Bells,varys,we both know what she is about to do.,know,['know']
2019-05-12,Season 8,Episode 5,The Bells,jon snow,that is her decision to make. she is our queen.,decision make queen,"['decision', 'make', 'queen']"
2019-05-12,Season 8,Episode 5,The Bells,varys,"men decide where power resides, whether or not they know it.",men decide power resides whether know,"['men', 'decide', 'power', 'resides', 'whether', 'know']"
2019-05-12,Season 8,Episode 5,The Bells,jon snow,what do you want?,want,['want']
2019-05-12,Season 8,Episode 5,The Bells,varys,all i have ever wanted. the right ruler on the iron throne. i still do not know how her coin has landed. but i am quite certain about yours.,ever wanted right ruler iron throne still know coin landed quite certain,"['ever', 'wanted', 'right', 'ruler', 'iron', 'throne', 'still', 'know', 'coin', 'landed', 'quite', 'certain']"
2019-05-12,Season 8,Episode 5,The Bells,jon snow,i do not want it. i never have.,want never,"['want', 'never']"
2019-05-12,Season 8,Episode 5,The Bells,varys,"i have known more kings and queens than any man living. i have heard what they say to crowds, and seen what they do in the shadows. i have furthered their designs, however horrible. but what i tell you now is true",known king queen man living heard say crowd seen shadow furthered design however horrible tell true,"['known', 'king', 'queen', 'man', 'living', 'heard', 'say', 'crowd', 'seen', 'shadow', 'furthered', 'design', 'however', 'horrible', 'tell', 'true']"
2019-05-12,Season 8,Episode 5,The Bells,jon snow,she is my queen.,queen,['queen']
2019-05-12,Season 8,Episode 5,The Bells,tyrion lannister,your grace?,grace,['grace']
2019-05-12,Season 8,Episode 5,The Bells,tyrion lannister,there is something you need to know.,something need know,"['something', 'need', 'know']"
2019-05-12,Season 8,Episode 5,The Bells,daenerys targaryen,someone has betrayed me.,someone betrayed,"['someone', 'betrayed']"
2019-05-12,Season 8,Episode 5,The Bells,tyrion lannister,yes.,yes,['yes']
2019-05-12,Season 8,Episode 5,The Bells,daenerys targaryen,jon snow.,jon snow,"['jon', 'snow']"
2019-05-12,Season 8,Episode 5,The Bells,tyrion lannister,varys.,varys,['varys']
2019-05-12,Season 8,Episode 5,The Bells,daenerys targaryen,he knows the truth about jon.,know truth jon,"['know', 'truth', 'jon']"
2019-05-12,Season 8,Episode 5,The Bells,tyrion lannister,he does.,,[]
2019-05-12,Season 8,Episode 5,The Bells,daenerys targaryen,"because you told him. you learned from sansa. and she learned from jon, though i begged him not to tell her. as i said, he betrayed me.",told learned sansa learned jon though begged tell said betrayed,"['told', 'learned', 'sansa', 'learned', 'jon', 'though', 'begged', 'tell', 'said', 'betrayed']"
2019-05-12,Season 8,Episode 5,The Bells,tyrion lannister,i am glad sansa told me. i am your hand. i need to be aware of any threats you are facing.,glad sansa told hand need aware threat facing,"['glad', 'sansa', 'told', 'hand', 'need', 'aware', 'threat', 'facing']"
2019-05-12,Season 8,Episode 5,The Bells,daenerys targaryen,and varys?,varys,['varys']
2019-05-12,Season 8,Episode 5,The Bells,tyrion lannister,your master of whisperers needs to be aware too.,master whisperer need aware,"['master', 'whisperer', 'need', 'aware']"
2019-05-12,Season 8,Episode 5,The Bells,daenerys targaryen,you spoke to him first. without coming to me. without asking my permission.,spoke first without coming without asking permission,"['spoke', 'first', 'without', 'coming', 'without', 'asking', 'permission']"
2019-05-12,Season 8,Episode 5,The Bells,tyrion lannister,it was a mistake.,mistake,['mistake']
2019-05-12,Season 8,Episode 5,The Bells,daenerys targaryen,why do you think sansa told you? what do you think she hoped to gain?,think sansa told think hoped gain,"['think', 'sansa', 'told', 'think', 'hoped', 'gain']"
2019-05-12,Season 8,Episode 5,The Bells,tyrion lannister,she trusts me.,trust,['trust']
2019-05-12,Season 8,Episode 5,The Bells,daenerys targaryen,"yes, she trusts you. she trusted you to spread secrets that could destroy your own queen. and you did not let her down.",yes trust trusted spread secret could destroy queen let,"['yes', 'trust', 'trusted', 'spread', 'secret', 'could', 'destroy', 'queen', 'let']"
2019-05-12,Season 8,Episode 5,The Bells,tyrion lannister,"if i have failed you, my queen, forgive me. our intentions  good. we wanted what you want. a better world, all of us. varys as much as anyone.",failed queen forgive intention good wanted want better world u varys much anyone,"['failed', 'queen', 'forgive', 'intention', 'good', 'wanted', 'want', 'better', 'world', 'u', 'varys', 'much', 'anyone']"
2019-05-12,Season 8,Episode 5,The Bells,tyrion lannister,but it does not matter now.,matter,['matter']
2019-05-12,Season 8,Episode 5,The Bells,daenerys targaryen,no. it does not matter now.,matter,['matter']
2019-05-12,Season 8,Episode 5,The Bells,tyrion lannister,it was me.,,[]
2019-05-12,Season 8,Episode 5,The Bells,varys,"i hope i deserve this. truly, i do. i hope i am wrong. goodbye, old friend.",hope deserve truly hope wrong goodbye old friend,"['hope', 'deserve', 'truly', 'hope', 'wrong', 'goodbye', 'old', 'friend']"
2019-05-12,Season 8,Episode 5,The Bells,daenerys targaryen,"lord varys. i, daenerys of house targaryen, first of my name, breaker of chains and mother of dragons ...",lord varys daenerys house targaryen first name breaker chain mother dragon,"['lord', 'varys', 'daenerys', 'house', 'targaryen', 'first', 'name', 'breaker', 'chain', 'mother', 'dragon']"
2019-05-12,Season 8,Episode 5,The Bells,daenerys targaryen,sentence you to die. dracarys.,sentence die dracarys,"['sentence', 'die', 'dracarys']"
2019-05-12,Season 8,Episode 5,The Bells,daenerys targaryen,this was all she brought with her when we crossed the narrow sea. her only possession.,brought crossed narrow sea possession,"['brought', 'crossed', 'narrow', 'sea', 'possession']"
2019-05-12,Season 8,Episode 5,The Bells,daenerys targaryen,"it is all right, torgo nudo. let me speak with him.",right torgo nudo let speak,"['right', 'torgo', 'nudo', 'let', 'speak']"
2019-05-12,Season 8,Episode 5,The Bells,daenerys targaryen,what did i say would happen if you told your sister?,say would happen told sister,"['say', 'would', 'happen', 'told', 'sister']"
2019-05-12,Season 8,Episode 5,The Bells,jon snow,"i do not want it, and that is what i told him.",want told,"['want', 'told']"
2019-05-12,Season 8,Episode 5,The Bells,daenerys targaryen,she betrayed your trust. she killed varys as much as i did. this was a victory for her. now she knows what happens when people hear the truth about you. far more people in westeros love you than love me. i do not have love here. i only have fear.,betrayed trust killed varys much victory know happens people hear truth far people westeros love love love fear,"['betrayed', 'trust', 'killed', 'varys', 'much', 'victory', 'know', 'happens', 'people', 'hear', 'truth', 'far', 'people', 'westeros', 'love', 'love', 'love', 'fear']"
2019-05-12,Season 8,Episode 5,The Bells,jon snow,i love you. and you will always be my queen.,love always queen,"['love', 'always', 'queen']"
2019-05-12,Season 8,Episode 5,The Bells,daenerys targaryen,is that all i am to you? your queen?,queen,['queen']
2019-05-12,Season 8,Episode 5,The Bells,daenerys targaryen,"all right, then.",right,['right']
2019-05-12,Season 8,Episode 5,The Bells,daenerys targaryen,let it be fear.,let fear,"['let', 'fear']"
2019-05-12,Season 8,Episode 5,The Bells,tyrion lannister,"the people who live there, they are not your enemies. they are innocents, like the ones you liberated in meereen.",people live enemy innocent like one liberated meereen,"['people', 'live', 'enemy', 'innocent', 'like', 'one', 'liberated', 'meereen']"
2019-05-12,Season 8,Episode 5,The Bells,daenerys targaryen,"in meereen, the slaves turned on the masters and liberated the city themselves the moment i arrived.",meereen slave turned master liberated city moment arrived,"['meereen', 'slave', 'turned', 'master', 'liberated', 'city', 'moment', 'arrived']"
2019-05-12,Season 8,Episode 5,The Bells,tyrion lannister,they are afraid. anyone who resists cersei will see his family butchered. you can not expect them to be heroes. they are hostages.,afraid anyone resists cersei see family butchered expect hero hostage,"['afraid', 'anyone', 'resists', 'cersei', 'see', 'family', 'butchered', 'expect', 'hero', 'hostage']"
2019-05-12,Season 8,Episode 5,The Bells,daenerys targaryen,they are. in a tyrant's grip. whose fault is that? mine?,tyrant's grip whose fault mine,"[""tyrant's"", 'grip', 'whose', 'fault', 'mine']"
2019-05-12,Season 8,Episode 5,The Bells,tyrion lannister,what does it matter whose fault it is? thousands of children will die if the city burns.,matter whose fault thousand child die city burn,"['matter', 'whose', 'fault', 'thousand', 'child', 'die', 'city', 'burn']"
2019-05-12,Season 8,Episode 5,The Bells,daenerys targaryen,your sister knows how to use her enemies' weaknesses against them. that is what she thinks our mercy is - weakness.,sister know use enemies' weakness think mercy weakness,"['sister', 'know', 'use', ""enemies'"", 'weakness', 'think', 'mercy', 'weakness']"
